選舉區,登記日期,姓名,推薦之政黨,備註
臺北市,2022-08-29,張家豪,台灣動物保護黨,
臺北市,2022-08-31,陳時中,民主進步黨,
臺北市,2022-08-31,黃珊珊,無,
臺北市,2022-08-31,蘇煥智,台灣維新,
臺北市,2022-08-31,童文薰,無,
臺北市,2022-08-31,鄭匡宇,無,
臺北市,2022-09-01,蔣萬安,中國國民黨,
臺北市,2022-09-01,施奉先,無,
臺北市,2022-09-02,黃聖峰,台澎黨,
臺北市,2022-09-02,唐新民,無,
臺北市,2022-09-02,王文娟,無,
臺北市,2022-09-02,謝立康,無,
新北市,2022-08-30,林佳龍,民主進步黨,
新北市,2022-09-01,侯友宜,中國國民黨,
桃園市,2022-08-29,鄭運鵬,民主進步黨,
桃園市,2022-08-31,賴香伶,台灣民眾黨,
桃園市,2022-09-01,張善政,中國國民黨,
桃園市,2022-09-01,鄭寶清,無,
臺中市,2022-08-29,蔡其昌,民主進步黨,
臺中市,2022-09-02,盧秀燕,中國國民黨,
臺中市,2022-09-02,陳美妃,無,
臺南市,2022-08-31,許忠信,無,
臺南市,2022-08-31,黃偉哲,民主進步黨,
臺南市,2022-09-01,謝龍介,中國國民黨,
臺南市,2022-09-02,吳炳輝,無,
臺南市,2022-09-02,林義豐,無,
高雄市,2022-08-29,鄭宇翔,無,
高雄市,2022-08-31,陳其邁,民主進步黨,
高雄市,2022-09-01,柯志恩,中國國民黨,
高雄市,2022-09-02,曾尹儷,無,
臺北市第1選舉區,2022-08-29,林志穎,無,
臺北市第1選舉區,2022-08-30,林延鳳,民主進步黨,
臺北市第1選舉區,2022-08-30,蘇府庭,無,
臺北市第1選舉區,2022-08-30,陳重文,中國國民黨,
臺北市第1選舉區,2022-08-30,陳慈慧,民主進步黨,
臺北市第1選舉區,2022-08-30,劉仕傑,時代力量,
臺北市第1選舉區,2022-08-31,張渝江,無,
臺北市第1選舉區,2022-08-31,張斯綱,中國國民黨,
臺北市第1選舉區,2022-08-31,陳賢蔚,民主進步黨,
臺北市第1選舉區,2022-08-31,陳思宇,台灣民眾黨,
臺北市第1選舉區,2022-08-31,汪志冰,中國國民黨,
臺北市第1選舉區,2022-08-31,鍾佩玲,民主進步黨,
臺北市第1選舉區,2022-08-31,林杏兒,中國國民黨,
臺北市第1選舉區,2022-08-31,王郁揚,金色力量黨,
臺北市第1選舉區,2022-08-31,林世宗,民主進步黨,
臺北市第1選舉區,2022-08-31,項豪,中國國家社會主義勞工黨,
臺北市第1選舉區,2022-08-31,侯漢廷,新黨,
臺北市第1選舉區,2022-09-01,黃瀞瑩,台灣民眾黨,
臺北市第1選舉區,2022-09-01,林瑞圖,無,
臺北市第1選舉區,2022-09-01,楊靜宇,無,
臺北市第1選舉區,2022-09-01,鄭穎隆,共和黨,
臺北市第1選舉區,2022-09-01,李光輝,無,
臺北市第1選舉區,2022-09-02,陳政忠,無,
臺北市第1選舉區,2022-09-02,黃郁芬,無,
臺北市第1選舉區,2022-09-02,郝淑薏,無,
臺北市第2選舉區,2022-08-29,江志銘,民主進步黨,
臺北市第2選舉區,2022-08-29,陳志明,時代力量,
臺北市第2選舉區,2022-08-30,游淑慧,中國國民黨,
臺北市第2選舉區,2022-08-30,李明賢,中國國民黨,
臺北市第2選舉區,2022-08-31,何孟樺,民主進步黨,
臺北市第2選舉區,2022-08-31,王孝維,民主進步黨,
臺北市第2選舉區,2022-08-31,李建昌,民主進步黨,
臺北市第2選舉區,2022-08-31,闕枚莎,中國國民黨,
臺北市第2選舉區,2022-08-31,李彥秀,中國國民黨,
臺北市第2選舉區,2022-09-02,陳宥丞,台灣民眾黨,
臺北市第2選舉區,2022-09-02,吳世正,中國國民黨,
臺北市第2選舉區,2022-09-02,吳欣岱,台灣基進,
臺北市第2選舉區,2022-09-02,劉榮之,新黨,
臺北市第3選舉區,2022-08-29,詹為元,中國國民黨,
臺北市第3選舉區,2022-08-29,林柏勛,時代力量,
臺北市第3選舉區,2022-08-30,許淑華,民主進步黨,
臺北市第3選舉區,2022-08-30,許家蓓,民主進步黨,
臺北市第3選舉區,2022-08-31,秦慧珠,中國國民黨,
臺北市第3選舉區,2022-08-31,楊寶楨,台灣民眾黨,
臺北市第3選舉區,2022-08-31,張文潔,民主進步黨,
臺北市第3選舉區,2022-09-01,徐巧芯,中國國民黨,
臺北市第3選舉區,2022-09-01,洪健益,民主進步黨,
臺北市第3選舉區,2022-09-01,戴錫欽,中國國民黨,
臺北市第3選舉區,2022-09-01,王鴻薇,中國國民黨,
臺北市第3選舉區,2022-09-01,高毓安,無,
臺北市第3選舉區,2022-09-01,吳崢,無,
臺北市第3選舉區,2022-09-01,吳蕚洋,無,
臺北市第3選舉區,2022-09-02,洪士奇,無,
臺北市第3選舉區,2022-09-02,郭榮先,新黨,
臺北市第4選舉區,2022-08-29,柳采葳,中國國民黨,
臺北市第4選舉區,2022-08-29,梁文傑,民主進步黨,
臺北市第4選舉區,2022-08-31,王世堅,民主進步黨,
臺北市第4選舉區,2022-08-31,顏若芳,民主進步黨,
臺北市第4選舉區,2022-08-31,林珍羽,台灣民眾黨,
臺北市第4選舉區,2022-08-31,連紹傑,小民參政歐巴桑聯盟,
臺北市第4選舉區,2022-08-31,林婕麗,新黨,
臺北市第4選舉區,2022-08-31,葉林傳,中國國民黨,
臺北市第4選舉區,2022-09-01,林亮君,無,
臺北市第4選舉區,2022-09-01,徐千淳,時代力量,
臺北市第4選舉區,2022-09-01,陳怡君,民主進步黨,
臺北市第4選舉區,2022-09-02,陳炳甫,中國國民黨,
臺北市第4選舉區,2022-09-02,高世俊,中國國民黨,
臺北市第5選舉區,2022-08-29,曾琳詒,台灣動物保護黨,
臺北市第5選舉區,2022-08-30,郭智亭,無,
臺北市第5選舉區,2022-08-30,吳志剛,中國國民黨,
臺北市第5選舉區,2022-08-31,邵維倫,民主進步黨,
臺北市第5選舉區,2022-08-31,吳怡萱,台灣民眾黨,
臺北市第5選舉區,2022-08-31,張榮法,新黨,
臺北市第5選舉區,2022-08-31,洪婉臻,民主進步黨,
臺北市第5選舉區,2022-08-31,鍾小平,中國國民黨,
臺北市第5選舉區,2022-08-31,吳沛憶,民主進步黨,
臺北市第5選舉區,2022-08-31,郭昭巖,中國國民黨,
臺北市第5選舉區,2022-09-01,劉耀仁,民主進步黨,
臺北市第5選舉區,2022-09-01,李有宜,無,
臺北市第5選舉區,2022-09-01,應曉薇,中國國民黨,
臺北市第5選舉區,2022-09-01,徐立信,無,
臺北市第5選舉區,2022-09-01,李菁琪,綠黨,
臺北市第5選舉區,2022-09-01,謝和弦,無,
臺北市第5選舉區,2022-09-02,陳樹霖,無,
臺北市第5選舉區,2022-09-02,王麒傑,無,
臺北市第5選舉區,2022-09-02,呂增塔,無,
臺北市第6選舉區,2022-08-29,華珮君,台灣動物保護黨,
臺北市第6選舉區,2022-08-29,楊植斗,中國國民黨,
臺北市第6選舉區,2022-08-29,趙怡翔,民主進步黨,
臺北市第6選舉區,2022-08-29,張四維,無,
臺北市第6選舉區,2022-08-30,鄭建炘,臺灣人民共產黨,
臺北市第6選舉區,2022-08-31,陳聖文,民主進步黨,
臺北市第6選舉區,2022-08-31,王閔生,民主進步黨,
臺北市第6選舉區,2022-08-31,高揚凱,中國國民黨,
臺北市第6選舉區,2022-08-31,簡舒培,民主進步黨,
臺北市第6選舉區,2022-08-31,蘇恆,無,
臺北市第6選舉區,2022-08-31,張幸松,台灣民眾黨,
臺北市第6選舉區,2022-08-31,曾獻瑩,無,
臺北市第6選舉區,2022-08-31,陳錦祥,中國國民黨,
臺北市第6選舉區,2022-08-31,詹晉鑒,民主進步黨,
臺北市第6選舉區,2022-08-31,林泓泰,時代力量,
臺北市第6選舉區,2022-09-01,李柏毅,中國國民黨,
臺北市第6選舉區,2022-09-01,張志豪,台灣民眾黨,
臺北市第6選舉區,2022-09-01,耿葳,中國國民黨,
臺北市第6選舉區,2022-09-01,徐弘庭,中國國民黨,
臺北市第6選舉區,2022-09-01,苗博雅,社會民主黨,
臺北市第6選舉區,2022-09-01,王欣儀,中國國民黨,
臺北市第6選舉區,2022-09-01,鄭淑娟,無,
臺北市第6選舉區,2022-09-01,林穎孟,無,
臺北市第6選舉區,2022-09-02,鍾沛君,中國國民黨,
臺北市第6選舉區,2022-09-02,林岳龍,新黨,
臺北市第6選舉區,2022-09-02,林元敏,無,
臺北市第6選舉區,2022-09-02,徐正文,無,
臺北市第7選舉區,2022-08-29,李芳儒,中國國民黨,
臺北市第7選舉區,2022-08-31,吳郁瑾SawmahKawlo,民主進步黨,
臺北市第8選舉區,2022-08-31,陳慧君Mulas.Ismahasan,民主進步黨,
臺北市第8選舉區,2022-08-31,高為人SayunWatan,無,
臺北市第8選舉區,2022-09-01,李傅中武,中國國民黨,
新北市第1選舉區,2022-08-31,蔡錦賢,無黨團結聯盟,
新北市第1選舉區,2022-08-31,陳靜儀,台灣民眾黨,
新北市第1選舉區,2022-08-31,陳偉杰,中國國民黨,
新北市第1選舉區,2022-08-31,鄭宇恩,民主進步黨,
新北市第1選舉區,2022-08-31,陳家琪,中國國民黨,
新北市第1選舉區,2022-08-31,彭莉惠,民主進步黨,
新北市第2選舉區,2022-08-31,黃琦翔,台灣民眾黨,
新北市第2選舉區,2022-08-31,賴秋媚,民主進步黨,
新北市第2選舉區,2022-08-31,李宇翔,民主進步黨,
新北市第2選舉區,2022-08-31,蔡淑君,中國國民黨,
新北市第2選舉區,2022-08-31,陳明義,中國國民黨,
新北市第2選舉區,2022-09-01,董俊宏,台灣基進,
新北市第2選舉區,2022-09-02,郭原佑,無,
新北市第2選舉區,2022-09-02,宋明宗,中國國民黨,
新北市第3選舉區,2022-08-30,吳香君,時代力量,
新北市第3選舉區,2022-08-31,鍾宏仁,民主進步黨,
新北市第3選舉區,2022-08-31,翁震州,民主進步黨,
新北市第3選舉區,2022-08-31,黃聖超,中國國民黨,
新北市第3選舉區,2022-08-31,何淑峯,民主進步黨,
新北市第3選舉區,2022-08-31,林秉宥,民主進步黨,
新北市第3選舉區,2022-08-31,陳世軒,台灣民眾黨,
新北市第3選舉區,2022-08-31,何語蓉,小民參政歐巴桑聯盟,
新北市第3選舉區,2022-09-01,蔣根煌,中國國民黨,
新北市第3選舉區,2022-09-01,郭岱軒,無,
新北市第3選舉區,2022-09-01,陳聰吉,無,
新北市第3選舉區,2022-09-01,邱吉均,無,
新北市第3選舉區,2022-09-01,張志宏,無,
新北市第3選舉區,2022-09-01,陳科名,無,
新北市第3選舉區,2022-09-01,蔡健棠,中國國民黨,
新北市第3選舉區,2022-09-02,戴湘儀,中國國民黨,
新北市第3選舉區,2022-09-02,許明偉,無,
新北市第3選舉區,2022-09-02,陳炫銘,無,
新北市第4選舉區,2022-08-30,王景弘,時代力量,
新北市第4選舉區,2022-08-31,黃桂蘭,中國國民黨,
新北市第4選舉區,2022-08-31,陳啟能,民主進步黨,
新北市第4選舉區,2022-08-31,彭佳芸,民主進步黨,
新北市第4選舉區,2022-08-31,李翁月娥,無,
新北市第4選舉區,2022-08-31,邱婷蔚,民主進步黨,
新北市第4選舉區,2022-08-31,顏蔚慈,民主進步黨,
新北市第4選舉區,2022-08-31,李余典,民主進步黨,
新北市第4選舉區,2022-08-31,林鼎超,中國國民黨,
新北市第4選舉區,2022-08-31,李倩萍,民主進步黨,
新北市第4選舉區,2022-08-31,陳宛毓,小民參政歐巴桑聯盟,
新北市第4選舉區,2022-09-01,陳俊霖,台灣民眾黨,
新北市第4選舉區,2022-09-01,吳訓孝,中國國民黨,
新北市第4選舉區,2022-09-01,董俊良,新黨,
新北市第4選舉區,2022-09-02,吳建智,無,
新北市第4選舉區,2022-09-02,王威元,中國國民黨,
新北市第5選舉區,2022-08-30,吳達偉,台灣民眾黨,
新北市第5選舉區,2022-08-30,林國春,中國國民黨,
新北市第5選舉區,2022-08-30,顏維勲,無,
新北市第5選舉區,2022-08-31,曾煥嘉,中國國民黨,
新北市第5選舉區,2022-08-31,黃俊哲,民主進步黨,
新北市第5選舉區,2022-08-31,李婉鈺,無,
新北市第5選舉區,2022-08-31,山田摩衣,民主進步黨,
新北市第5選舉區,2022-08-31,戴瑋姍,民主進步黨,
新北市第5選舉區,2022-08-31,黃淑君,民主進步黨,
新北市第5選舉區,2022-08-31,石一佑,民主進步黨,
新北市第5選舉區,2022-08-31,王淑慧,無,
新北市第5選舉區,2022-08-31,張淑惠,小民參政歐巴桑聯盟,
新北市第5選舉區,2022-09-01,張家維,無,
新北市第5選舉區,2022-09-01,周勝考,中國國民黨,
新北市第5選舉區,2022-09-01,劉美芳,中國國民黨,
新北市第5選舉區,2022-09-01,郭柏成,無,
新北市第5選舉區,2022-09-01,阮橋本,無,
新北市第5選舉區,2022-09-01,彭盛韶,時代力量,
新北市第5選舉區,2022-09-02,陳玉鳳,中國和平統一黨,
新北市第5選舉區,2022-09-02,葉元之,中國國民黨,
新北市第5選舉區,2022-09-02,廖裕德,無黨團結聯盟,
新北市第6選舉區,2022-08-30,張嘉玲,民主進步黨,
新北市第6選舉區,2022-08-30,王如意,台灣民眾黨,
新北市第6選舉區,2022-08-31,張維倩,民主進步黨,
新北市第6選舉區,2022-08-31,陳逸展,無,
新北市第6選舉區,2022-08-31,張志豪,民主進步黨,
新北市第6選舉區,2022-09-01,陳錦錠,中國國民黨,
新北市第6選舉區,2022-09-01,邱烽堯,中國國民黨,
新北市第6選舉區,2022-09-01,李正皓,無,
新北市第6選舉區,2022-09-01,蔡明璋,新黨,
新北市第6選舉區,2022-09-02,金瑞龍,中國國民黨,
新北市第6選舉區,2022-09-02,游輝宂,中國國民黨,
新北市第7選舉區,2022-08-30,許昭興,民主進步黨,
新北市第7選舉區,2022-08-31,羅文崇,民主進步黨,
新北市第7選舉區,2022-08-31,陳鴻源,中國國民黨,
新北市第7選舉區,2022-08-31,連斐璠,中國國民黨,
新北市第7選舉區,2022-09-02,蕭蒼澤,台灣維新,
新北市第8選舉區,2022-08-29,廖宜琨,民主進步黨,
新北市第8選舉區,2022-08-29,簡元泰,無,
新北市第8選舉區,2022-08-30,黃永昌,中國國民黨,
新北市第8選舉區,2022-08-30,林銘仁,民主進步黨,
新北市第8選舉區,2022-08-30,林金結,中國國民黨,
新北市第8選舉區,2022-08-30,張昭隆,台灣民眾黨,
新北市第8選舉區,2022-08-31,彭一書,民主進步黨,
新北市第8選舉區,2022-08-31,陳世榮,無,
新北市第8選舉區,2022-08-31,高乃芸,民主進步黨,
新北市第8選舉區,2022-08-31,卓冠廷,民主進步黨,
新北市第8選舉區,2022-08-31,曾進益,民主進步黨,
新北市第8選舉區,2022-08-31,洪佳君,中國國民黨,
新北市第8選舉區,2022-08-31,蘇泓欽,無,
新北市第8選舉區,2022-09-01,王正,勞動黨,
新北市第8選舉區,2022-09-01,江怡臻,中國國民黨,
新北市第8選舉區,2022-09-02,呂家愷,中國國民黨,
新北市第8選舉區,2022-09-02,歐金獅,無,
新北市第9選舉區,2022-08-30,張凱鈞,台灣民眾黨,
新北市第9選舉區,2022-08-31,陳乃瑜,民主進步黨,
新北市第9選舉區,2022-08-31,陳永福,民主進步黨,
新北市第9選舉區,2022-08-31,金中玉,無黨團結聯盟,
新北市第9選舉區,2022-08-31,陳儀君,中國國民黨,
新北市第9選舉區,2022-08-31,黃心華,中國國民黨,
新北市第9選舉區,2022-09-01,劉哲彰,中國國民黨,
新北市第10選舉區,2022-08-31,林裔綺,民主進步黨,
新北市第10選舉區,2022-09-02,蕭敬嚴,中國國民黨,
新北市第11選舉區,2022-08-29,張錦豪,民主進步黨,
新北市第11選舉區,2022-08-30,周雅玲,民主進步黨,
新北市第11選舉區,2022-08-31,白珮茹,中國國民黨,
新北市第11選舉區,2022-09-01,廖先翔,中國國民黨,
新北市第11選舉區,2022-09-01,彭立信,台灣民眾黨,
新北市第11選舉區,2022-09-02,黃瑞傳,無,
新北市第12選舉區,2022-08-30,楊春妹,中國國民黨,
新北市第12選舉區,2022-08-31,蘇錦雄Paylang.Caya,民主進步黨,
新北市第12選舉區,2022-08-31,吳國譽La.Is.Amid,中國國民黨,
新北市第12選舉區,2022-09-01,楊曉君,無,
新北市第12選舉區,2022-09-01,宋雨蓁Nikar‧Falong,無,
新北市第12選舉區,2022-09-01,林霈宸,新黨,
新北市第12選舉區,2022-09-01,藞妏.尼卡兒,無,
新北市第12選舉區,2022-09-02,達佶祐.卡造Takiyo.Kacaw,台灣民眾黨,
新北市第13選舉區,2022-08-29,楊萬金,無,
新北市第13選舉區,2022-08-29,馬見Lahuy.Ipin,無黨團結聯盟,
新北市第13選舉區,2022-08-31,林家豪,台灣民眾黨,
新北市第13選舉區,2022-08-31,何應明,中國國民黨,
桃園市第1選舉區,2022-08-29,黃婉如,中國國民黨,
桃園市第1選舉區,2022-08-29,于北辰,無,
桃園市第1選舉區,2022-08-29,陳美梅,中國國民黨,
桃園市第1選舉區,2022-08-30,李曉鐘,中國國民黨,
桃園市第1選舉區,2022-08-30,羅岳峰,無,
桃園市第1選舉區,2022-08-30,呂儀恬,無,
桃園市第1選舉區,2022-08-30,李柏瑟,民主進步黨,
桃園市第1選舉區,2022-08-31,余信憲,民主進步黨,
桃園市第1選舉區,2022-08-31,黃成峻,台灣民眾黨,
桃園市第1選舉區,2022-08-31,張凱翔,無,
桃園市第1選舉區,2022-08-31,官正平,無,
桃園市第1選舉區,2022-08-31,張碩芳,中國國民黨,
桃園市第1選舉區,2022-08-31,詹江村,中國國民黨,
桃園市第1選舉區,2022-08-31,林政賢,中國國民黨,
桃園市第1選舉區,2022-08-31,李光達,民主進步黨,
桃園市第1選舉區,2022-08-31,黃瓊慧,民主進步黨,
桃園市第1選舉區,2022-08-31,朱智菁,民主進步黨,
桃園市第1選舉區,2022-08-31,黃家齊,民主進步黨,
桃園市第1選舉區,2022-09-01,彭沛妤,無,
桃園市第1選舉區,2022-09-01,凌濤,中國國民黨,
桃園市第1選舉區,2022-09-01,簡智翔,時代力量,
桃園市第1選舉區,2022-09-01,袁慧心,無,
桃園市第1選舉區,2022-09-01,陳品杰,無,
桃園市第1選舉區,2022-09-02,黃進仕,無,
桃園市第1選舉區,2022-09-02,藍士博,台灣基進,
桃園市第1選舉區,2022-09-02,沈佩玲,小民參政歐巴桑聯盟,
桃園市第1選舉區,2022-09-02,連俊男,無,
桃園市第2選舉區,2022-08-29,陳葦澤,時代力量,
桃園市第2選舉區,2022-08-30,牛煦庭,無,
桃園市第2選舉區,2022-08-30,陳泓維,無,
桃園市第2選舉區,2022-08-31,陳雅倫,民主進步黨,
桃園市第2選舉區,2022-08-31,李宗豪,民主進步黨,
桃園市第2選舉區,2022-08-31,黃偉群,無,
桃園市第2選舉區,2022-09-01,簡僑亨,台灣民眾黨,
桃園市第2選舉區,2022-09-02,林明義,中國國民黨,
桃園市第2選舉區,2022-09-02,孫韻璇,中國國民黨,
桃園市第3選舉區,2022-08-29,呂宇晟,時代力量,
桃園市第3選舉區,2022-08-29,蔡永芳,民主進步黨,
桃園市第3選舉區,2022-08-30,朱珍瑤,中國國民黨,
桃園市第3選舉區,2022-08-30,呂林小鳳,民主進步黨,
桃園市第3選舉區,2022-08-31,楊朝偉,中國國民黨,
桃園市第3選舉區,2022-08-31,張碩芬,中國國民黨,
桃園市第3選舉區,2022-08-31,邱述文,無,
桃園市第3選舉區,2022-08-31,許家睿,民主進步黨,
桃園市第3選舉區,2022-09-01,段樹文,無,
桃園市第3選舉區,2022-09-01,趙宏勳,無,
桃園市第3選舉區,2022-09-01,伍世文,無,
桃園市第4選舉區,2022-08-29,林志評,無,
桃園市第4選舉區,2022-08-31,黃國晏,台灣民眾黨,
桃園市第4選舉區,2022-08-31,劉勝全,民主進步黨,
桃園市第4選舉區,2022-08-31,許清順,民主進步黨,
桃園市第4選舉區,2022-08-31,徐鈺雯,時代力量,
桃園市第4選舉區,2022-08-31,郭麗華,民主進步黨,
桃園市第4選舉區,2022-09-01,張桂綿,中國國民黨,
桃園市第4選舉區,2022-09-01,余適霖,無,
桃園市第4選舉區,2022-09-02,錢龍,中國國民黨,
桃園市第4選舉區,2022-09-02,林宥辰,無,
桃園市第5選舉區,2022-08-29,游吾和,民主進步黨,
桃園市第5選舉區,2022-09-01,林清松,無,
桃園市第5選舉區,2022-09-01,徐其萬,中國國民黨,
桃園市第6選舉區,2022-08-31,陳治文,民主進步黨,
桃園市第6選舉區,2022-09-01,李柏坊,中國國民黨,
桃園市第6選舉區,2022-09-01,徐慈檉,台灣民眾黨,
桃園市第7選舉區,2022-08-29,林佳瑋,時代力量,
桃園市第7選舉區,2022-08-29,梁為超,中國國民黨,
桃園市第7選舉區,2022-08-29,簡維成,無,
桃園市第7選舉區,2022-08-30,毛嘉慶,無,
桃園市第7選舉區,2022-08-31,張曉昀,民主進步黨,
桃園市第7選舉區,2022-08-31,彭俊豪,民主進步黨,
桃園市第7選舉區,2022-08-31,林昭印,台灣民眾黨,
桃園市第7選舉區,2022-08-31,吳正吉,無,
桃園市第7選舉區,2022-08-31,游智彬,新黨,
桃園市第7選舉區,2022-08-31,葉明月,中國國民黨,
桃園市第7選舉區,2022-08-31,邱奕勝,中國國民黨,
桃園市第7選舉區,2022-08-31,徐景文,民主進步黨,
桃園市第7選舉區,2022-08-31,黃柏儒,無,
桃園市第7選舉區,2022-08-31,黃崇真,民主進步黨,
桃園市第7選舉區,2022-08-31,魏筠,民主進步黨,
桃園市第7選舉區,2022-08-31,楊翊堂,無,
桃園市第7選舉區,2022-09-01,劉安祺,中國國民黨,
桃園市第7選舉區,2022-09-01,劉曾玉春,無,
桃園市第7選舉區,2022-09-01,謝美英,無,
桃園市第7選舉區,2022-09-01,邱仁德,無,
桃園市第7選舉區,2022-09-02,吳嘉和,中國國民黨,
桃園市第7選舉區,2022-09-02,李荳芽,小民參政歐巴桑聯盟,
桃園市第7選舉區,2022-09-02,謝克洋,中國國民黨,
桃園市第8選舉區,2022-08-29,楊家俍,民主進步黨,
桃園市第8選舉區,2022-08-31,高宇彥,無,
桃園市第8選舉區,2022-08-31,曾姸潔,台灣民眾黨,
桃園市第8選舉區,2022-08-31,劉仁照,民主進步黨,
桃園市第8選舉區,2022-08-31,王珮毓,民主進步黨,
桃園市第8選舉區,2022-08-31,黃敬平,中國國民黨,
桃園市第8選舉區,2022-08-31,陳韋曄,中國國民黨,
桃園市第8選舉區,2022-09-01,舒翠玲,中國國民黨,
桃園市第8選舉區,2022-09-01,劉邦鉉,無,
桃園市第8選舉區,2022-09-01,陳羽凡,中國國民黨,
桃園市第8選舉區,2022-09-01,黃永欽,綠黨,
桃園市第8選舉區,2022-09-02,朱哲成,時代力量,
桃園市第9選舉區,2022-08-31,蕭立妍,民主進步黨,
桃園市第9選舉區,2022-08-31,張清俊,台灣民眾黨,
桃園市第9選舉區,2022-08-31,鄭淑方,民主進步黨,
桃園市第9選舉區,2022-09-01,周玉琴,中國國民黨,
桃園市第9選舉區,2022-09-01,涂權吉,中國國民黨,
桃園市第9選舉區,2022-09-02,李家興,無,
桃園市第10選舉區,2022-08-29,張肇良,民主進步黨,
桃園市第10選舉區,2022-09-01,林昭賢,中國國民黨,
桃園市第10選舉區,2022-09-01,徐玉樹,中國國民黨,
桃園市第10選舉區,2022-09-01,劉哲夫,無,
桃園市第10選舉區,2022-09-01,劉熒隆,中國國民黨,
桃園市第11選舉區,2022-08-30,陳睿生,民主進步黨,
桃園市第11選舉區,2022-09-02,邱文威,無,
桃園市第12選舉區,2022-08-29,郭蔡美英,民主進步黨,
桃園市第12選舉區,2022-08-29,吳進昌,中國國民黨,
桃園市第12選舉區,2022-08-30,戴兆華,無,
桃園市第12選舉區,2022-08-31,許更生,無,
桃園市第12選舉區,2022-09-01,吳宗憲,民主進步黨,
桃園市第12選舉區,2022-09-02,江承洲,無,
桃園市第13選舉區,2022-08-29,林志強,民主進步黨,
桃園市第13選舉區,2022-08-29,陳姿伶Amuy.Muwakay,中國國民黨,
桃園市第13選舉區,2022-08-30,王仙蓮,中國國民黨,
桃園市第13選舉區,2022-08-31,楊進福,無,
桃園市第13選舉區,2022-08-31,林春蘭,親民黨,
桃園市第13選舉區,2022-09-01,張秀菊,無,
桃園市第13選舉區,2022-09-02,蔡惠蘭,台灣維新,
桃園市第14選舉區,2022-08-30,蘇偉恩,無,
桃園市第14選舉區,2022-08-31,邱志成,民主進步黨,
桃園市第14選舉區,2022-09-01,陳瑛,中國國民黨,
桃園市第14選舉區,2022-09-01,周星文,無,
桃園市第14選舉區,2022-09-01,簡志偉,中國國民黨,
桃園市第14選舉區,2022-09-01,歐蜜.偉浪,無,
桃園市第14選舉區,2022-09-02,湯宏鈞,無,
臺中市第1選舉區,2022-08-31,施志昌,民主進步黨,
臺中市第1選舉區,2022-08-31,吳敏濟,民主進步黨,
臺中市第1選舉區,2022-09-01,李文傑,中國國民黨,
臺中市第1選舉區,2022-09-02,楊啓邦,中國國民黨,
臺中市第2選舉區,2022-08-31,王立任,民主進步黨,
臺中市第2選舉區,2022-08-31,楊典忠,民主進步黨,
臺中市第2選舉區,2022-08-31,尤碧鈴,無,
臺中市第2選舉區,2022-08-31,顏莉敏,中國國民黨,
臺中市第2選舉區,2022-09-01,紀金豐,無,
臺中市第2選舉區,2022-09-01,張清照,中國國民黨,
臺中市第2選舉區,2022-09-01,陳廷秀,無,
臺中市第2選舉區,2022-09-01,陳怡萱,小民參政歐巴桑聯盟,
臺中市第2選舉區,2022-09-01,陳奇勳,無,
臺中市第3選舉區,2022-08-29,林昊佑,無,
臺中市第3選舉區,2022-08-31,曾威,民主進步黨,
臺中市第3選舉區,2022-08-31,陳玄曄,無,
臺中市第3選舉區,2022-08-31,張家銨,民主進步黨,
臺中市第3選舉區,2022-08-31,宋柏誼,無,
臺中市第3選舉區,2022-09-01,吳瓊華,中國國民黨,
臺中市第3選舉區,2022-09-01,林孟令,無,
臺中市第3選舉區,2022-09-01,魏嘉慶,台灣民眾黨,
臺中市第3選舉區,2022-09-02,楊文元,無,
臺中市第4選舉區,2022-08-29,陳清龍,無,
臺中市第4選舉區,2022-08-30,陳若庭,台灣基進,
臺中市第4選舉區,2022-08-31,謝志忠,民主進步黨,
臺中市第4選舉區,2022-08-31,廖芝晏,民主進步黨,
臺中市第4選舉區,2022-09-01,王朝坤,無,
臺中市第4選舉區,2022-09-01,邱愛珊,中國國民黨,
臺中市第4選舉區,2022-09-01,陳本添,中國國民黨,
臺中市第4選舉區,2022-09-01,張瀞分,中國國民黨,
臺中市第4選舉區,2022-09-01,蔡怡萱,無,
臺中市第4選舉區,2022-09-02,傅智恒,時代力量,
臺中市第4選舉區,2022-09-02,翁美春,無,
臺中市第4選舉區,2022-09-02,黃朝淵,無,
臺中市第5選舉區,2022-08-29,張睿倉,台灣民眾黨,
臺中市第5選舉區,2022-08-29,吳呈賢,中國國民黨,
臺中市第5選舉區,2022-08-31,林義偉,民主進步黨,
臺中市第5選舉區,2022-08-31,周永鴻,民主進步黨,
臺中市第5選舉區,2022-08-31,羅永珍,中國國民黨,
臺中市第5選舉區,2022-08-31,蕭隆澤,民主進步黨,
臺中市第5選舉區,2022-08-31,黃威堯,無,
臺中市第5選舉區,2022-09-01,徐瑄灃,無,
臺中市第5選舉區,2022-09-01,賴朝國,中國國民黨,
臺中市第5選舉區,2022-09-01,黃郁芩,小民參政歐巴桑聯盟,
臺中市第5選舉區,2022-09-02,鄭勁節,時代力量,
臺中市第5選舉區,2022-09-02,邢振華,無,
臺中市第6選舉區,2022-08-31,曾崇芳,無,
臺中市第6選舉區,2022-08-31,林祈烽,民主進步黨,
臺中市第6選舉區,2022-08-31,陳淑華,民主進步黨,
臺中市第6選舉區,2022-09-01,張廖乃綸,中國國民黨,
臺中市第6選舉區,2022-09-01,張仲翹,台灣民眾黨,
