選舉區,登記日期,姓名,推薦之政黨,備註
屏東縣屏東市公館里,2022-09-01,黃麗珍,無,
屏東縣屏東市龍華里,2022-08-29,許進昌,無,
屏東縣屏東市龍華里,2022-08-31,許福水,無,
屏東縣屏東市玉成里,2022-09-01,簡同慰,無,
屏東縣屏東市頂柳里,2022-08-29,朱健民,無,
屏東縣屏東市頂柳里,2022-08-30,邱福三,無,
屏東縣屏東市大湖里,2022-08-29,方順豐,無,
屏東縣屏東市安鎮里,2022-08-29,鄭棟樑,無,
屏東縣屏東市安鎮里,2022-09-02,黃寶霞,無,
屏東縣屏東市永光里,2022-08-29,鄭元興,無,
屏東縣屏東市大洲里,2022-08-29,蘇勝文,無,
屏東縣屏東市大武里,2022-08-31,蔡永智,無,
屏東縣屏東市大武里,2022-09-01,辜石清,無,
屏東縣屏東市前進里,2022-08-30,王泰益,無,
屏東縣屏東市前進里,2022-08-30,黃桂桐,無,
屏東縣屏東市前進里,2022-08-31,陳盈翰,無,
屏東縣屏東市清溪里,2022-08-31,郭銘璋,無,
屏東縣屏東市清溪里,2022-09-02,林柏杉,無,
屏東縣屏東市長安里,2022-08-29,楊義光,無,
屏東縣屏東市長安里,2022-08-31,王基地,無,
屏東縣屏東市長安里,2022-08-31,郭勝淂,無,
屏東縣屏東市長安里,2022-08-31,吳魁剛,無,
屏東縣屏東市長安里,2022-09-01,李美說,無,
屏東縣屏東市斯文里,2022-08-31,郭明賢,無,
屏東縣屏東市斯文里,2022-09-01,施美如,無,
屏東縣屏東市華山里,2022-08-31,謝沅廷,無,
屏東縣屏東市華山里,2022-08-31,陳喜悅,無,
屏東縣屏東市中正里,2022-08-31,李育丞,無,
屏東縣屏東市中正里,2022-09-01,林毓毅,無,
屏東縣屏東市勝利里,2022-09-01,孔豐榮,無,
屏東縣屏東市永城里,2022-08-29,張酉添,無,
屏東縣屏東市溝美里,2022-08-31,陳秋明,無,
屏東縣屏東市北勢里,2022-09-01,洪永烈,無,
屏東縣屏東市北興里,2022-08-29,陳約禎,無,
屏東縣屏東市北興里,2022-08-31,劉林英美,無,
屏東縣屏東市北興里,2022-09-02,彭敏勇,無,
屏東縣屏東市仁愛里,2022-08-31,莊正旭,無,
屏東縣屏東市廣興里,2022-09-01,郭國石,無,
屏東縣屏東市崇蘭里,2022-08-29,李進鐘,無,
屏東縣屏東市崇蘭里,2022-09-01,張志維,無,
屏東縣屏東市崇蘭里,2022-09-01,賴榮彬,中國國民黨,
屏東縣屏東市空翔里,2022-09-01,祝毅成,中國國民黨,
屏東縣屏東市潭墘里,2022-08-29,胡小英,無,
屏東縣屏東市潭墘里,2022-09-01,林金堂,中國國民黨,
屏東縣屏東市潭墘里,2022-09-02,廖崑竹,無,
屏東縣屏東市三山里,2022-08-29,陳香伊,無,
屏東縣屏東市三山里,2022-08-31,林芬霞,無,
屏東縣屏東市三山里,2022-08-31,蔡國忠,無,
屏東縣屏東市海豐里,2022-08-29,林淑華,無,
屏東縣屏東市海豐里,2022-09-01,陳振武,無,
屏東縣屏東市仁義里,2022-08-31,游英貴,無,
屏東縣屏東市仁義里,2022-09-01,陳澤世,無,
屏東縣屏東市和興里,2022-08-29,劉龍生,無,
屏東縣屏東市和興里,2022-08-31,蔡晉成,無,
屏東縣屏東市信和里,2022-08-29,陳宜蓉,無,
屏東縣屏東市信和里,2022-09-01,張世昌,無,
屏東縣屏東市崇武里,2022-08-31,王玉林,無,
屏東縣屏東市崇武里,2022-09-02,馬彥平,中國國民黨,
屏東縣屏東市豐年里,2022-08-31,謝秀芝,無,
屏東縣屏東市豐年里,2022-08-31,王國耀,無,
屏東縣屏東市豐年里,2022-08-31,蕭源聖,中國國民黨,
屏東縣屏東市豐年里,2022-09-01,石陵英,無,
屏東縣屏東市豐年里,2022-09-01,洪雪珠,無,
屏東縣屏東市崇陽里,2022-08-31,鄭善之,無,
屏東縣屏東市崇陽里,2022-08-31,湯欽福,中國國民黨,
屏東縣屏東市崇陽里,2022-09-01,廖克誠,中國國民黨,
屏東縣屏東市崇陽里,2022-09-01,吳靜苑,無,
屏東縣屏東市崇陽里,2022-09-02,涂煥國,無,
屏東縣屏東市公園里,2022-08-31,李寶元,無,
屏東縣屏東市公園里,2022-08-31,邱榮智,無,
屏東縣屏東市公園里,2022-09-01,吳全雅,中國國民黨,
屏東縣潮州鎮潮州里,2022-08-29,朱祐馴,無,
屏東縣潮州鎮潮州里,2022-08-31,陳啟榮,無,
屏東縣潮州鎮潮州里,2022-09-01,謝素靜,無,
屏東縣潮州鎮潮州里,2022-09-02,李思慧,無,
屏東縣潮州鎮同榮里,2022-09-02,趙文勝,無,
屏東縣潮州鎮新榮里,2022-09-01,徐聰謀,無,
屏東縣潮州鎮新榮里,2022-09-01,賴榮顯,無,
屏東縣潮州鎮新生里,2022-08-30,詹錦宗,無,
屏東縣潮州鎮光華里,2022-08-30,陳秋季,無,
屏東縣潮州鎮光華里,2022-08-31,羅世宏,無,
屏東縣潮州鎮彭城里,2022-09-01,劉國成,無,
屏東縣潮州鎮彭城里,2022-09-01,馬添進,無,
屏東縣潮州鎮三星里,2022-09-02,簡新發,無,
屏東縣潮州鎮三共里,2022-08-29,余和女,無,
屏東縣潮州鎮三共里,2022-08-31,王綉珍,無,
屏東縣潮州鎮三共里,2022-09-02,程文科,無,
屏東縣潮州鎮三和里,2022-09-02,李坤明,無,
屏東縣潮州鎮五魁里,2022-08-31,鄞家齊,無,
屏東縣潮州鎮五魁里,2022-09-01,鄞家乾,無,
屏東縣潮州鎮五魁里,2022-09-01,杜金秀,無,
屏東縣潮州鎮五魁里,2022-09-02,鄞永崑,無,
屏東縣潮州鎮蓬萊里,2022-08-29,李明輝,無,
屏東縣潮州鎮蓬萊里,2022-08-30,蔡志煌,無,
屏東縣潮州鎮蓬萊里,2022-09-02,黃正文,無,
屏東縣潮州鎮八爺里,2022-08-31,賴文成,無,
屏東縣潮州鎮八爺里,2022-09-01,曹耀棕,無,
屏東縣潮州鎮八爺里,2022-09-02,陳聯政,無,
屏東縣潮州鎮永春里,2022-08-31,劉正寬,無,
屏東縣潮州鎮永春里,2022-09-01,王天來,無,
屏東縣潮州鎮富春里,2022-08-29,施妙瑛,無,
屏東縣潮州鎮光春里,2022-08-29,李信雄,無,
屏東縣潮州鎮光春里,2022-09-01,賴金地,無,
屏東縣潮州鎮興美里,2022-08-29,謝明志,無,
屏東縣潮州鎮興美里,2022-08-29,莊志精,無,
屏東縣潮州鎮檨子里,2022-08-31,賴基豐,無,
屏東縣潮州鎮檨子里,2022-08-31,倪叁郎,無,
屏東縣潮州鎮九塊里,2022-09-01,潘陳瑱圓,無,
屏東縣潮州鎮泗林里,2022-08-29,李亦勝,無,
屏東縣潮州鎮泗林里,2022-08-31,陳淑燕,無,
屏東縣潮州鎮泗林里,2022-08-31,鄭順和,無,
屏東縣潮州鎮四春里,2022-08-30,潘建邦,無,
屏東縣潮州鎮四春里,2022-08-31,黃財盛,無,
屏東縣潮州鎮四春里,2022-08-31,陳彥廷,無,
屏東縣潮州鎮四春里,2022-09-02,鄭金美,無,
屏東縣潮州鎮崙東里,2022-08-31,陳振茂,無,
屏東縣潮州鎮崙東里,2022-09-01,郭山河,無,
屏東縣東港鎮新勝里,2022-08-29,楊瑞吉,無,
屏東縣東港鎮新勝里,2022-09-01,曾明都,無,
屏東縣東港鎮頂中里,2022-08-29,李國賓,無,
屏東縣東港鎮頂中里,2022-09-01,劉許金厘,民主進步黨,
屏東縣東港鎮朝安里,2022-08-30,鄭清課,無,
屏東縣東港鎮朝安里,2022-08-31,黃金條,無,
屏東縣東港鎮東隆里,2022-08-29,曾進陽,無,
屏東縣東港鎮東隆里,2022-08-31,曾新安,無,
屏東縣東港鎮豐漁里,2022-08-29,郭天福,無,
屏東縣東港鎮盛漁里,2022-08-30,許淑珍,無,
屏東縣東港鎮盛漁里,2022-08-30,林明德,無,
屏東縣東港鎮興漁里,2022-09-01,孔清雄,無,
屏東縣東港鎮鎮海里,2022-08-29,許文標,無,
屏東縣東港鎮嘉蓮里,2022-08-29,吳合吉,無,
屏東縣東港鎮嘉蓮里,2022-09-02,盧茂林,無,
屏東縣東港鎮南平里,2022-09-01,郭進祐,無,
屏東縣東港鎮船頭里,2022-08-29,林意千,無,
屏東縣東港鎮船頭里,2022-09-01,黃耀德,無,
屏東縣東港鎮下廍里,2022-08-30,蘇順利,無,
屏東縣東港鎮下廍里,2022-08-30,周錦谷,無,
屏東縣東港鎮大潭里,2022-08-29,蘇榮富,無,
屏東縣東港鎮興農里,2022-08-29,張啟宗,無,
屏東縣東港鎮興農里,2022-08-31,陳金滿,無,
屏東縣東港鎮興和里,2022-08-30,王世美,無,
屏東縣東港鎮興和里,2022-09-02,顏國淵,無,
屏東縣東港鎮共和里,2022-08-30,林國勝,無,
屏東縣東港鎮共和里,2022-09-01,許源富,無,
屏東縣東港鎮福德里,2022-08-30,劉朝木,無,
屏東縣東港鎮福德里,2022-09-02,林義國,無,
屏東縣東港鎮東津里,2022-08-30,葉正霖,無,
屏東縣東港鎮東津里,2022-09-01,葉而項,無,
屏東縣東港鎮內關帝里,2022-08-29,康天財,民主進步黨,
屏東縣東港鎮內關帝里,2022-08-30,林清月,無,
屏東縣東港鎮內關帝里,2022-08-31,林振峰,無,
屏東縣東港鎮內關帝里,2022-09-01,張榮典,無,
屏東縣東港鎮東新里,2022-08-29,黃勝聰,無,
屏東縣東港鎮東新里,2022-08-29,邱瓊誼,無,
屏東縣東港鎮東新里,2022-08-31,蘇桐慶,民主進步黨,
屏東縣東港鎮新街里,2022-08-30,蘇久洲,無,
屏東縣東港鎮新街里,2022-08-31,蔡丁興,無,
屏東縣東港鎮新街里,2022-08-31,陳銘修,民主進步黨,
屏東縣東港鎮新街里,2022-09-01,郭明德,無,
屏東縣東港鎮東光里,2022-08-29,曾煜超,無,
屏東縣東港鎮東光里,2022-08-31,陳德仁,無,
屏東縣恆春鎮城南里,2022-09-01,邱榮欽,無,
屏東縣恆春鎮城北里,2022-08-31,洪世明,無,
屏東縣恆春鎮城西里,2022-08-31,蔡芬芳,無,
屏東縣恆春鎮城西里,2022-09-01,洪睿鴻,無,
屏東縣恆春鎮城西里,2022-09-02,陳文在,無,
屏東縣恆春鎮山腳里,2022-08-31,張世源,無,
屏東縣恆春鎮山腳里,2022-09-01,韓學火,無,
屏東縣恆春鎮網紗里,2022-08-29,楊海永,無,
屏東縣恆春鎮網紗里,2022-09-01,曾乙城,無,
屏東縣恆春鎮網紗里,2022-09-01,張豈嫚,無,
屏東縣恆春鎮仁壽里,2022-08-30,黃錦財,無,
屏東縣恆春鎮仁壽里,2022-09-01,黃清山,無,
屏東縣恆春鎮仁壽里,2022-09-01,尤義春,無,
屏東縣恆春鎮仁壽里,2022-09-02,張家鋒,無,
屏東縣恆春鎮茄湖里,2022-08-29,尤信化,無,
屏東縣恆春鎮頭溝里,2022-08-30,楊新忠,無,
屏東縣恆春鎮頭溝里,2022-08-31,董春財,無,
屏東縣恆春鎮四溝里,2022-08-31,廖文志,無,
屏東縣恆春鎮四溝里,2022-08-31,盧燕豐,無,
屏東縣恆春鎮四溝里,2022-09-01,林信揚,無,
屏東縣恆春鎮德和里,2022-08-29,張正林,無,
屏東縣恆春鎮德和里,2022-09-01,陳春香,無,
屏東縣恆春鎮龍水里,2022-08-29,林富琦,無,
屏東縣恆春鎮龍水里,2022-08-31,方義坤,無,
屏東縣恆春鎮龍水里,2022-09-01,張振耀,無,
屏東縣恆春鎮山海里,2022-08-29,李承芳,無,
屏東縣恆春鎮山海里,2022-09-01,尤俊銘,無,
屏東縣恆春鎮大光里,2022-08-30,許鈺涵,無,
屏東縣恆春鎮大光里,2022-09-01,吳英世,無,
屏東縣恆春鎮大光里,2022-09-01,江進教,無,
屏東縣恆春鎮水泉里,2022-08-29,詹榮旗,無,
屏東縣恆春鎮水泉里,2022-09-01,陳桂賓,無,
屏東縣恆春鎮南灣里,2022-08-29,葉啓俊,無,
屏東縣恆春鎮墾丁里,2022-08-29,張昌益,無,
屏東縣恆春鎮墾丁里,2022-08-31,劉琴鳴,無,
屏東縣恆春鎮鵝鑾里,2022-08-31,謝春敏,無,
屏東縣萬丹鄉萬安村,2022-08-31,陳家盛,無,
屏東縣萬丹鄉萬惠村,2022-08-30,李彥貴,無,
屏東縣萬丹鄉萬惠村,2022-09-01,郭忠恒,無,
屏東縣萬丹鄉萬全村,2022-08-29,張原惠,無,
屏東縣萬丹鄉萬全村,2022-08-31,蔡永泰,無,
屏東縣萬丹鄉萬後村,2022-08-29,鄭原煌,無,
屏東縣萬丹鄉萬後村,2022-08-31,羅岳良,無,
屏東縣萬丹鄉萬生村,2022-08-29,李妙絹,無,
屏東縣萬丹鄉寶厝村,2022-08-31,林大川,無,
屏東縣萬丹鄉寶厝村,2022-08-31,邱俊欽,無,
屏東縣萬丹鄉四維村,2022-08-30,簡銘昌,無,
屏東縣萬丹鄉四維村,2022-08-30,楊世明,無,
屏東縣萬丹鄉四維村,2022-09-02,鄭水煙,無,
屏東縣萬丹鄉竹林村,2022-08-29,薛世清,無,
屏東縣萬丹鄉廣安村,2022-08-30,潘寶同,無,
屏東縣萬丹鄉廣安村,2022-09-01,陳興廣,無,
屏東縣萬丹鄉田厝村,2022-08-29,施宏德,無,
屏東縣萬丹鄉田厝村,2022-09-01,施明志,無,
屏東縣萬丹鄉崙頂村,2022-08-29,張福僑,無,
屏東縣萬丹鄉厦北村,2022-08-31,郭宇城,無,
屏東縣萬丹鄉厦北村,2022-09-02,郭祐,無,
屏東縣萬丹鄉厦南村,2022-08-30,蕭朝琴,無,
屏東縣萬丹鄉厦南村,2022-09-02,李韋翰,無,
屏東縣萬丹鄉上村村,2022-08-30,陳啓川,無,
屏東縣萬丹鄉上村村,2022-09-02,陳冠向,無,
屏東縣萬丹鄉加興村,2022-08-31,張崑興,無,
屏東縣萬丹鄉社口村,2022-08-31,廖蒼明,無,
屏東縣萬丹鄉社口村,2022-08-31,郭聰德,無,
屏東縣萬丹鄉磚寮村,2022-08-29,洪石柱,無,
屏東縣萬丹鄉磚寮村,2022-08-31,洪信榮,無,
屏東縣萬丹鄉磚寮村,2022-09-01,蔡慶輝,無,
屏東縣萬丹鄉磚寮村,2022-09-02,黃榮敏,無,
屏東縣萬丹鄉社皮村,2022-08-31,林雲上,無,
屏東縣萬丹鄉社上村,2022-09-02,劉銀在,無,
屏東縣萬丹鄉社中村,2022-08-31,莊正三,無,
屏東縣萬丹鄉社中村,2022-09-02,吳睿朋,無,
屏東縣萬丹鄉水泉村,2022-08-29,李協振,無,
屏東縣萬丹鄉水泉村,2022-08-30,李焜發,無,
屏東縣萬丹鄉新庄村,2022-08-30,簡信良,無,
屏東縣萬丹鄉新庄村,2022-09-01,蔡昭輝,無,
屏東縣萬丹鄉香社村,2022-08-29,宋安定,無,
屏東縣萬丹鄉後村村,2022-09-01,黃昌茂,無,
屏東縣萬丹鄉後村村,2022-09-01,林文堂,無,
屏東縣萬丹鄉新鐘村,2022-09-01,高文祈,無,
屏東縣萬丹鄉新鐘村,2022-09-01,饒信義,無,
屏東縣萬丹鄉灣內村,2022-08-29,陳玉意,無,
屏東縣萬丹鄉興全村,2022-09-01,莊裕新,無,
屏東縣萬丹鄉興安村,2022-08-29,陳國成,無,
屏東縣萬丹鄉水仙村,2022-09-01,莊慶相,無,
屏東縣萬丹鄉水仙村,2022-09-02,李乾元,無,
屏東縣萬丹鄉甘棠村,2022-09-01,許玉英,無,
屏東縣長治鄉進興村,2022-08-29,梁錦文,無,
屏東縣長治鄉進興村,2022-08-31,鄧喜源,無,
屏東縣長治鄉新潭村,2022-08-31,黃紫羚,無,
屏東縣長治鄉新潭村,2022-08-31,邱勇志,無,
屏東縣長治鄉新潭村,2022-09-01,張淑貞,無,
屏東縣長治鄉新潭村,2022-09-02,邱招景,中國國民黨,
屏東縣長治鄉潭頭村,2022-08-29,李玉鴻,無,
屏東縣長治鄉潭頭村,2022-08-31,邱清春,無,
屏東縣長治鄉香楊村,2022-08-29,邱文仁,無,
屏東縣長治鄉香楊村,2022-09-01,溫世偉,無,
屏東縣長治鄉香楊村,2022-09-01,朱國清,無,
屏東縣長治鄉長興村,2022-09-01,徐龍生,無,
屏東縣長治鄉長興村,2022-09-01,梁榮梯,無,
屏東縣長治鄉德成村,2022-08-29,蔡傳恭,無,
屏東縣長治鄉德成村,2022-08-30,曾榮生,無,
屏東縣長治鄉德成村,2022-09-02,黃財煌,無,
屏東縣長治鄉德協村,2022-08-29,李海年,無,
屏東縣長治鄉德協村,2022-08-31,陳韻文,無,
屏東縣長治鄉德協村,2022-08-31,李炳森,無,
屏東縣長治鄉復興村,2022-08-31,黃政君,無,
屏東縣長治鄉復興村,2022-09-01,陳智平,無,
屏東縣長治鄉復興村,2022-09-02,黃福和,中國國民黨,
屏東縣長治鄉崙上村,2022-08-29,邱啟川,無,
屏東縣長治鄉崙上村,2022-09-02,邱進安,無,
屏東縣長治鄉德榮村,2022-08-29,林明成,無,
屏東縣長治鄉德和村,2022-08-29,廖學桂,無,
屏東縣長治鄉德和村,2022-09-01,潘豐全,無,
屏東縣長治鄉繁華村,2022-08-30,蘇政奇,無,
屏東縣長治鄉繁昌村,2022-08-30,董平和,無,
屏東縣長治鄉繁昌村,2022-08-30,蘇坤霖,無,
屏東縣長治鄉繁昌村,2022-09-01,李武芳,無,
屏東縣長治鄉繁昌村,2022-09-01,董陵山,無,
屏東縣長治鄉繁榮村,2022-08-29,董安富,無,
屏東縣長治鄉繁榮村,2022-08-30,白中村,無,
屏東縣長治鄉繁隆村,2022-08-29,吳榮陽,無,
屏東縣長治鄉繁隆村,2022-08-31,吳俊諺,無,
屏東縣長治鄉榮華村,2022-09-02,杜繼文,中國國民黨,
屏東縣長治鄉榮華村,2022-09-02,塗玉蘭,無,
屏東縣麟洛鄉新田村,2022-08-31,徐玉全,無,
屏東縣麟洛鄉新田村,2022-08-31,楊文政,無,
屏東縣麟洛鄉麟頂村,2022-08-31,邱健敏,無,
屏東縣麟洛鄉麟頂村,2022-08-31,邱世勇,無,
屏東縣麟洛鄉麟蹄村,2022-08-29,邱世煌,無,
屏東縣麟洛鄉麟蹄村,2022-08-31,林幹國,無,
屏東縣麟洛鄉麟趾村,2022-08-29,黃勝雄,無,
屏東縣麟洛鄉田中村,2022-08-29,謝忠文,無,
屏東縣麟洛鄉田中村,2022-08-30,陳光裕,無,
屏東縣麟洛鄉田中村,2022-09-01,劉火貴,無,
屏東縣麟洛鄉田心村,2022-08-30,陳世隆,無,
屏東縣麟洛鄉田心村,2022-08-30,曾治忠,無,
屏東縣麟洛鄉田心村,2022-09-02,曾士英,無,
屏東縣麟洛鄉田道村,2022-09-01,馮景光,無,
屏東縣九如鄉九清村,2022-09-01,黃朝祥,無,
屏東縣九如鄉九清村,2022-09-01,朱俊民,無,
屏東縣九如鄉九清村,2022-09-02,周澄安,無,
屏東縣九如鄉九塊村,2022-08-29,林登財,無,
屏東縣九如鄉九塊村,2022-08-30,曾春喜,無,
屏東縣九如鄉九塊村,2022-08-31,曾居萬,無,
屏東縣九如鄉九明村,2022-08-31,吳秀里,無,
屏東縣九如鄉九明村,2022-08-31,黃國振,無,
屏東縣九如鄉玉水村,2022-08-29,林慶國,無,
屏東縣九如鄉大坵村,2022-08-30,陳慶雄,無,
屏東縣九如鄉三塊村,2022-08-30,楊慧貞,無,
屏東縣九如鄉後庄村,2022-08-29,林芳輝,無,
屏東縣九如鄉後庄村,2022-09-02,盧世宗,無,
屏東縣九如鄉耆老村,2022-08-29,楊銘煌,無,
屏東縣九如鄉耆老村,2022-09-01,蔡素惠,無,
屏東縣九如鄉洽興村,2022-09-01,陳證合,無,
屏東縣九如鄉洽興村,2022-09-01,鄭博彰,無,
屏東縣九如鄉東寧村,2022-08-29,朱文財,無,
屏東縣九如鄉東寧村,2022-08-30,許啓城,無,
屏東縣九如鄉東寧村,2022-09-02,黃文俊,無,
屏東縣九如鄉玉泉村,2022-08-30,邱文瑞,無,
屏東縣九如鄉玉泉村,2022-08-30,陳建祥,無,
屏東縣九如鄉玉泉村,2022-08-31,周綉苡,無,
屏東縣里港鄉玉田村,2022-08-30,黃國華,無,
屏東縣里港鄉大平村,2022-08-30,呂坤益,無,
屏東縣里港鄉大平村,2022-08-31,曹冠誠,無,
屏東縣里港鄉大平村,2022-09-02,曾迺瑞,無,
屏東縣里港鄉永春村,2022-08-31,陳春風,無,
屏東縣里港鄉春林村,2022-08-29,蔡煥堅,無,
屏東縣里港鄉春林村,2022-08-31,陳晋悌,無,
屏東縣里港鄉春林村,2022-09-01,陳亞筠,無,
屏東縣里港鄉過江村,2022-08-30,余岱真,無,
屏東縣里港鄉鐵店村,2022-09-01,吳智仁,無,
屏東縣里港鄉鐵店村,2022-09-02,許麗惠,無,
屏東縣里港鄉塔樓村,2022-08-31,陳瑞榮,無,
屏東縣里港鄉塔樓村,2022-09-01,王文章,無,
屏東縣里港鄉潮厝村,2022-08-29,李明財,無,
屏東縣里港鄉潮厝村,2022-08-31,楊仲庭,無,
屏東縣里港鄉茄苳村,2022-08-29,鄭世鉉,無,
屏東縣里港鄉載興村,2022-08-29,陳慈慧,無,
屏東縣里港鄉載興村,2022-08-31,陳冠榮,無,
屏東縣里港鄉土庫村,2022-08-29,郭莉文,無,
屏東縣里港鄉土庫村,2022-08-29,方清民,無,
屏東縣里港鄉三廍村,2022-08-29,張純嘉,無,
屏東縣里港鄉三廍村,2022-09-01,許福添,無,
屏東縣里港鄉三廍村,2022-09-02,林世志,無,
屏東縣里港鄉中和村,2022-08-31,胡益名,無,
屏東縣里港鄉瀰力村,2022-08-31,王正霖,無,
屏東縣鹽埔鄉新圍村,2022-08-31,吳安朝,無,
屏東縣鹽埔鄉新圍村,2022-09-01,張素綾,無,
屏東縣鹽埔鄉新圍村,2022-09-01,王仁宗,中國國民黨,
屏東縣鹽埔鄉高朗村,2022-08-31,盧龍合,無,
屏東縣鹽埔鄉高朗村,2022-09-01,楊明郎,無,
屏東縣鹽埔鄉鹽北村,2022-09-01,陳淑娟,無,
屏東縣鹽埔鄉鹽中村,2022-09-01,曾陳春枝,無,
屏東縣鹽埔鄉鹽中村,2022-09-02,林風旗,無,
屏東縣鹽埔鄉鹽中村,2022-09-02,陳寶明,無,
屏東縣鹽埔鄉鹽南村,2022-08-29,謝德憲,無,
屏東縣鹽埔鄉鹽南村,2022-08-30,簡慧妤,無,
屏東縣鹽埔鄉仕絨村,2022-08-29,陳永玩,無,
屏東縣鹽埔鄉仕絨村,2022-09-02,江朝鳳,無,
屏東縣鹽埔鄉振興村,2022-08-29,簡明吉,無,
屏東縣鹽埔鄉振興村,2022-09-02,蘇素榮,無,
屏東縣鹽埔鄉振興村,2022-09-02,傅健民,無,
屏東縣鹽埔鄉永隆村,2022-08-31,潘來吉,無,
屏東縣鹽埔鄉永隆村,2022-09-01,蘇家平,無,
屏東縣鹽埔鄉久愛村,2022-08-29,林登源,無,
屏東縣鹽埔鄉久愛村,2022-09-01,王萬來,無,
屏東縣鹽埔鄉洛陽村,2022-08-31,郭育麟,無,
屏東縣鹽埔鄉洛陽村,2022-09-02,陳鳳筆,無,
屏東縣鹽埔鄉新二村,2022-09-01,鄭蔡金純,無,
屏東縣鹽埔鄉彭厝村,2022-08-29,陳慶記,無,
屏東縣高樹鄉高樹村,2022-09-01,徐文輝,無,
屏東縣高樹鄉高樹村,2022-09-02,梁國忠,無,
屏東縣高樹鄉長榮村,2022-08-29,藍和國,無,
屏東縣高樹鄉東興村,2022-08-31,沈忠仁,無,
屏東縣高樹鄉東興村,2022-09-01,楊文忠,無,
屏東縣高樹鄉東振村,2022-08-29,古金源,無,
屏東縣高樹鄉東振村,2022-09-01,賴招學,無,
屏東縣高樹鄉源泉村,2022-08-29,盧漢章,無,
屏東縣高樹鄉建興村,2022-09-01,曾茜郁,無,
屏東縣高樹鄉建興村,2022-09-02,林光男,無,
屏東縣高樹鄉大埔村,2022-08-31,黃文政,無,
屏東縣高樹鄉大埔村,2022-09-02,張何金基,無,
屏東縣高樹鄉大埔村,2022-09-02,劉冬碧,無,
屏東縣高樹鄉菜寮村,2022-08-29,劉峰印,無,
屏東縣高樹鄉菜寮村,2022-08-30,陳隆正,無,
屏東縣高樹鄉菜寮村,2022-09-01,鍾慶德,無,
屏東縣高樹鄉菜寮村,2022-09-01,劉明輝,無,
屏東縣高樹鄉司馬村,2022-08-30,黃明山,無,
屏東縣高樹鄉舊寮村,2022-08-29,賴淑珍,無,
屏東縣高樹鄉新豐村,2022-09-01,張朝帝,無,
屏東縣高樹鄉新豐村,2022-09-01,張享能,無,
屏東縣高樹鄉泰山村,2022-08-30,潘宮立,無,
屏東縣高樹鄉泰山村,2022-09-01,田吳綉花,無,
屏東縣高樹鄉南華村,2022-08-31,吳林秋月,無,
屏東縣高樹鄉南華村,2022-09-01,鄭蘇碧玉,無,
屏東縣高樹鄉廣福村,2022-08-30,温智博,無,
屏東縣高樹鄉廣福村,2022-09-01,黃明昌,無,
屏東縣高樹鄉廣興村,2022-08-30,吳貴廷,無,
屏東縣高樹鄉舊庄村,2022-08-31,陳寶川,無,
屏東縣高樹鄉田子村,2022-08-29,許文山,無,
屏東縣高樹鄉田子村,2022-09-01,陳和長,無,
屏東縣高樹鄉鹽樹村,2022-08-29,柯寶雄,無,
屏東縣高樹鄉鹽樹村,2022-09-02,朱國勝,無,
屏東縣高樹鄉新南村,2022-09-01,張吉源,無,
屏東縣高樹鄉新南村,2022-09-02,許美蘭,無,
屏東縣萬巒鄉萬巒村,2022-08-31,陳麗琴,無,
屏東縣萬巒鄉萬巒村,2022-09-01,林茂棠,無,
屏東縣萬巒鄉萬巒村,2022-09-01,李文崗,無,
屏東縣萬巒鄉萬巒村,2022-09-01,吳英芳,無,
屏東縣萬巒鄉萬全村,2022-09-01,林文正,無,
屏東縣萬巒鄉萬全村,2022-09-01,林桂松,無,
屏東縣萬巒鄉萬和村,2022-08-30,林裕隆,無,
屏東縣萬巒鄉萬和村,2022-09-01,林木雄,無,
屏東縣萬巒鄉鹿寮村,2022-08-30,林萬成,無,
屏東縣萬巒鄉鹿寮村,2022-09-01,戴時敏,無,
屏東縣萬巒鄉硫黃村,2022-08-29,林金生,無,
屏東縣萬巒鄉硫黃村,2022-09-02,林文榮,無,
屏東縣萬巒鄉泗溝村,2022-08-31,林政光,無,
屏東縣萬巒鄉泗溝村,2022-09-01,林明盛,無,
屏東縣萬巒鄉五溝村,2022-09-01,李仲謙,無,
屏東縣萬巒鄉成德村,2022-08-29,林石光,無,
屏東縣萬巒鄉成德村,2022-09-01,林榮慶,無,
屏東縣萬巒鄉萬金村,2022-08-30,潘安雄,無,
屏東縣萬巒鄉赤山村,2022-08-31,潘嘉明,無,
屏東縣萬巒鄉佳佐村,2022-08-31,林永量,無,
屏東縣萬巒鄉佳和村,2022-08-29,紀進生,無,
屏東縣萬巒鄉新厝村,2022-08-31,陳秋珍,無,
屏東縣萬巒鄉新厝村,2022-09-02,張欽泰,無,
屏東縣萬巒鄉新置村,2022-09-01,謝慶銘,無,
屏東縣萬巒鄉新置村,2022-09-01,鄭松益,無,
屏東縣內埔鄉內埔村,2022-08-31,吳振邦,無,
屏東縣內埔鄉內埔村,2022-09-02,劉富耀,無,
屏東縣內埔鄉內田村,2022-08-29,賴榮梧,民主進步黨,
屏東縣內埔鄉內田村,2022-08-30,陳玉文,無,
屏東縣內埔鄉內田村,2022-08-31,管彥智,無,
屏東縣內埔鄉內田村,2022-08-31,張耀五,無,
屏東縣內埔鄉興南村,2022-08-31,林錫海,無,
屏東縣內埔鄉義亭村,2022-08-31,李鳳金,無,
屏東縣內埔鄉美和村,2022-08-30,利文堂,無,
